Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;7544;ТПРУНЯ;Долгопрудный;Л;30152;Сорожкин;Артём;Сергеевич;0
1;7544;ТПРУНЯ;Долгопрудный;Б;20461;Митько;Анастасия;Сергеевна;0
1;7544;ТПРУНЯ;Долгопрудный;Б;10822;Железнов;Кирилл;Олегович;0
1;7544;ТПРУНЯ;Долгопрудный;Б;17039;Кузьменко;Юрий;Владимирович;0
1;7544;ТПРУНЯ;Долгопрудный;Б;21091;Митько;Сергей;Владимирович;0
1;7544;ТПРУНЯ;Долгопрудный;К;23367;Окунь;Борис;Леонидович;0
"2,5";3875;UFO;Ивантеевка;Л;27622;Рябых;Николай;Георгиевич;0
"2,5";3875;UFO;Ивантеевка;Б;33620;Хаиткулов;Руслан;Гафурович;0
"2,5";3875;UFO;Ивантеевка;Б;44853;Лихарев;Константин;Сергеевич;0
"2,5";3875;UFO;Ивантеевка;Б;46339;Волосатов;Антон;Валерьевич;0
"2,5";3875;UFO;Ивантеевка;Б;4258;Сахарова;Екатерина;Юрьевна;0
"2,5";3875;UFO;Ивантеевка;К;28379;Сахаров;Константин;Владимирович;0
"2,5";37724;КомПар;Одинцово;Л;33059;Федосов;Георгий;Алексеевич;0
"2,5";37724;КомПар;Одинцово;Л;11013;Жукова;Ирина;Анатольевна;0
"2,5";37724;КомПар;Одинцово;Л;23845;Павлов;Владимир;Евгеньевич;0
"2,5";37724;КомПар;Одинцово;Б;10887;Жидков;Денис;Игоревич;0
"2,5";37724;КомПар;Одинцово;Б;24200;Парахоняк;Анастасия;Никитична;0
"2,5";37724;КомПар;Одинцово;Б;49781;Парахоняк;Алексей;Никитич;0
"4,5";3154;Основной инстинкт;Коломна;Л;42511;Некрылов;Николай;Андреевич;0
"4,5";3154;Основной инстинкт;Коломна;Л;53701;Алиби;Фарит;Нуржанулы;0
"4,5";3154;Основной инстинкт;Коломна;Л;3419;Бирюков;Сергей;Николаевич;0
"4,5";3154;Основной инстинкт;Коломна;Л;9773;Дроздова;Екатерина;Николаевна;0
"4,5";3154;Основной инстинкт;Коломна;Б;11470;Зафиров;Игорь;Ахилесович;0
"4,5";3154;Основной инстинкт;Коломна;Б;15322;Комаровская;Валерия;Ивановна;0
"4,5";6964;ЗаПущинная наука;Пущино;Л;29767;Сморщков;Павел;Анатольевич;0
"4,5";6964;ЗаПущинная наука;Пущино;Л;30352;Стариков;Иван;Юрьевич;0
"4,5";6964;ЗаПущинная наука;Пущино;Б;31918;Томашевская;Мария;Андреевна;0
