Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;42446;Тоже люди;Волгоград;Л;26972;Родиков;Сергей;Валерьевич;0
1;42446;Тоже люди;Волгоград;Л;57138;Тчанникова;Диана;Дмитриевна;0
1;42446;Тоже люди;Волгоград;Л;2577;Барышников;Александр;Евгеньевич;0
1;42446;Тоже люди;Волгоград;Л;22438;Некипелов;Дмитрий;Александрович;0
1;42446;Тоже люди;Волгоград;Л;56612;Демидок;Сергей;Сергеевич;0
1;42446;Тоже люди;Волгоград;Л;41763;Бакулин;Павел;Александрович;0
2;37490;Хладна Звезда;Волгоград;Л;10168;Евсюков;Александр;Игоревич;0
2;37490;Хладна Звезда;Волгоград;Л;30352;Стариков;Иван;Юрьевич;0
2;37490;Хладна Звезда;Волгоград;Б;32426;Тушканов;Дмитрий;Игоревич;0
2;37490;Хладна Звезда;Волгоград;К;26101;Прошин;Алексей;Евгеньевич;0
2;37490;Хладна Звезда;Волгоград;Б;16740;Кубатиев;Александр;Валерьевич;0
2;37490;Хладна Звезда;Волгоград;Б;38644;Гуренко;Владислав;Леонидович;0
3;28474;Сфинксквизиция;Воронеж;Л;52692;Вагнер;Дарья;Дмитриевна;0
3;28474;Сфинксквизиция;Воронеж;Л;29178;Синельников;Даниил;Ярославович;0
3;28474;Сфинксквизиция;Воронеж;Л;28409;Сбитнева;Евгения;Анатольевна;0
3;28474;Сфинксквизиция;Воронеж;Л;54389;Кашников;Алексей;Владимирович;0
3;28474;Сфинксквизиция;Воронеж;Л;75219;Бызалова;Марина;Владимировна;0
3;28474;Сфинксквизиция;Воронеж;Л;75222;Баронин;Алексей;Михайлович;0
3;28474;Сфинксквизиция;Воронеж;Б;63529;Тарарыков;Дмитрий;Фёдорович;0
3;28474;Сфинксквизиция;Воронеж;К;48340;Мещерякова;Юлия;Сергеевна;0
4;42444;Команда;Волгоград;Б;77865;Погодина;Оксана;Владиславовна;0
4;42444;Команда;Волгоград;Б;77866;Петрова;Алина;Валерьевна;0
4;42444;Команда;Волгоград;Б;77867;Медесицкий;Пётр;Евгеньевич;0
4;42444;Команда;Волгоград;Л;65464;Деева;Мария;Георгиевна;0
4;42444;Команда;Волгоград;Л;48223;Никодимова;Анна;Дмитриевна;0
5;37737;Не исключено;Волгоград;Л;77868;Швецова;Арина;Олеговна;0
5;37737;Не исключено;Волгоград;Л;77869;Лотас;Екатерина;Викторовна;0
5;37737;Не исключено;Волгоград;Б;58884;Колобова;Ирина;Владимировна;0
5;37737;Не исключено;Волгоград;Б;57145;Донцов;Павел;Александрович;0
5;37737;Не исключено;Волгоград;К;54455;Бондаренко;Антон;Николаевич;0
5;37737;Не исключено;Волгоград;Б;54454;Андреев;Павел;Сергеевич;0
6;42447;Точка сингулярности;Волгоград;Б;77863;Алимова;Елена;Михайловна;0
6;42447;Точка сингулярности;Волгоград;Б;77864;Доценко;Екатерина;Владимировна;0
6;42447;Точка сингулярности;Волгоград;Б;69546;Юшин;Максим;Валерьевич;0
6;42447;Точка сингулярности;Волгоград;Л;65907;Фисенко;Ирина;Игоревна;0
6;42447;Точка сингулярности;Волгоград;Б;54023;Иващенко;Екатерина;Юрьевна;0
6;42447;Точка сингулярности;Волгоград;Б;54024;Иващенко;Олег;Владимирович;0
7;42441;Аква Тофаны;Волгоград;Л;60313;Шишкина;Мария;Викторовна;0
7;42441;Аква Тофаны;Волгоград;Л;36257;Ширяева;Мария;Александровна;0
8;40456;Volgograd United;Волгоград;Л;54458;Солодков;Артём;Владимирович;0
8;40456;Volgograd United;Волгоград;Л;65906;Кудинова;Таисия;Александровна;0
8;40456;Volgograd United;Волгоград;Б;59684;Костенюк;Маргарита;Владимировна;0
8;40456;Volgograd United;Волгоград;Б;61384;Костенюк;Дмитрий;Владимирович;0
8;40456;Volgograd United;Волгоград;Л;61383;Железникова;Ксения;Викторовна;0
8;40456;Volgograd United;Волгоград;Б;69706;Ермакова;Елена;Александровна;0
9;39900;ПОЛИ'Twix;Волгоград;К;65915;Яценко;Галина;Александровна;0
9;39900;ПОЛИ'Twix;Волгоград;Л;54534;Сорокина;Оксана;Вячеславовна;0
9;39900;ПОЛИ'Twix;Волгоград;Л;54536;Юдина;Наталья;Дмитриевна;0
9;39900;ПОЛИ'Twix;Волгоград;Л;54532;Морозов;Дмитрий;Алексеевич;0
10;42443;Имени Саши Грей;Волгоград;Б;77859;Бурмако;Андрей;Константинович;0
10;42443;Имени Саши Грей;Волгоград;Б;77860;Кобызев;Иван;Иванович;0
10;42443;Имени Саши Грей;Волгоград;Л;68492;Нечаева;Ольга;Петровна;0
11;39908;Random;Волгоград;Б;59677;Мендоса Перес;Диана;Армандовна;0
11;39908;Random;Волгоград;Б;65968;Кутыева;Радия;Халильевна;0
11;39908;Random;Волгоград;Б;65966;Демьянова;Екатерина;Михайловна;0
11;39908;Random;Волгоград;Б;40057;Александрова;Ангелина;Марковна;0
12;42442;Горизонт;Волгоград;Л;76272;Харченко;Дарья;Сергеевна;0
