Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;188;"Привет, Петербург!";Санкт-Петербург;Б;3207;Берёзкина;Ольга;Игоревна;0
1;188;"Привет, Петербург!";Санкт-Петербург;Б;6212;Выменец;Юрий;Яковлевич;0
1;188;"Привет, Петербург!";Санкт-Петербург;Л;7008;Гилёв;Алексей;Владимирович;0
1;188;"Привет, Петербург!";Санкт-Петербург;Б;20207;Матвеев;Михаил;Леонидович;0
1;188;"Привет, Петербург!";Санкт-Петербург;Б;21487;Моносов;Борис;Яковлевич;0
1;188;"Привет, Петербург!";Санкт-Петербург;Б;29399;Скородумов;Александр;Владимирович;0
2;168;Сборная Кирибати;Санкт-Петербург;К;3671;Богословский;Алексей;Алексеевич;0
2;168;Сборная Кирибати;Санкт-Петербург;Л;5162;Васильев-Куклин;Юрий;Алексеевич;0
2;168;Сборная Кирибати;Санкт-Петербург;Б;8082;Григорьев;Сергей;Валерьевич;0
2;168;Сборная Кирибати;Санкт-Петербург;Б;15664;Корконосенко;Кирилл;Сергеевич;0
2;168;Сборная Кирибати;Санкт-Петербург;Б;15727;Коробейников;Александр;Геннадьевич;0
2;168;Сборная Кирибати;Санкт-Петербург;Л;23863;Павлов;Роман;Владимирович;0
2;168;Сборная Кирибати;Санкт-Петербург;Б;37047;Юнгер;Мария;Алексеевна;0
3;4201;Salvatore;Санкт-Петербург;Б;8229;Гришов;Юрий;Александрович;0
3;4201;Salvatore;Санкт-Петербург;Л;15196;Орлова;Светлана;Маратовна;0
3;4201;Salvatore;Санкт-Петербург;Б;15456;Коновалов;Сергей;Владимирович;0
3;4201;Salvatore;Санкт-Петербург;Б;16829;Хайтлина;Алина;Кирилловна;0
3;4201;Salvatore;Санкт-Петербург;Б;18543;Лихтшангоф;Александр;Зиновьевич;0
3;4201;Salvatore;Санкт-Петербург;К;24384;Пашковский;Евгений;Александрович;0
3;4201;Salvatore;Санкт-Петербург;Б;27989;Салита;Александр;Евгеньевич;0
4;1397;Ла Скала;Санкт-Петербург;Б;5746;Влахов;Андриан;Викторович;0
4;1397;Ла Скала;Санкт-Петербург;Л;8299;Грук;Леонид;Валерьевич;0
4;1397;Ла Скала;Санкт-Петербург;Б;20001;Мартынов;Александр;Ефимович;0
4;1397;Ла Скала;Санкт-Петербург;Б;20025;Мартынова;Анастасия;Алексеевна;0
4;1397;Ла Скала;Санкт-Петербург;Б;21661;Москаленко;Артём;Валерьевич;0
4;1397;Ла Скала;Санкт-Петербург;Б;25757;Летюхина;Мария;Алексеевна;0
4;1397;Ла Скала;Санкт-Петербург;К;32777;Уточкин;Павел;Сергеевич;0
5;173;ЮМА;Санкт-Петербург;К;5526;Виватенко;Сергей;Валентинович;0
5;173;ЮМА;Санкт-Петербург;Б;14259;Кисленкова;Елена;Владимировна;0
5;173;ЮМА;Санкт-Петербург;Б;18686;Локшин;Михаил;Давидович;0
5;173;ЮМА;Санкт-Петербург;Б;20260;Русакова;Дарья;Юрьевна;0
5;173;ЮМА;Санкт-Петербург;Б;21713;Мотрич;Дмитрий;Вадимович;0
5;173;ЮМА;Санкт-Петербург;Л;25288;Подоляк;Жанна;Иосифовна;0
5;173;ЮМА;Санкт-Петербург;Б;29333;Скипский;Михаил;Игоревич;0
5;173;ЮМА;Санкт-Петербург;Л;37718;Петров;Дмитрий;Николаевич;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;12922;Казакевич;Виктория;Григорьевна;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;13357;Каплун;Дмитрий;Ильич;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;16837;Кудряшова;Наталья;Алексеевна;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;21379;Моисеев;Алексей;Васильевич;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;21916;Мусихин;Никита;Владимирович;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Л;24630;Петриленков;Егор;Олегович;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Б;26585;Райко;Михаил;Петрович;0
6;967;МУР-ЛЭТИ;Санкт-Петербург;Л;37927;Самулёв;Алексей;Анатольевич;0
7;1008;Катус;Санкт-Петербург;Л;6892;Герасимов;Дмитрий;Валентинович;0
7;1008;Катус;Санкт-Петербург;К;14544;Кноп;Константин;Александрович;0
7;1008;Катус;Санкт-Петербург;Б;22006;Муштай;Алла;Аркадьевна;0
7;1008;Катус;Санкт-Петербург;Б;22007;Муштай;Евгений;Аркадьевич;0
7;1008;Катус;Санкт-Петербург;Л;22799;Николенко;Сергей;Игоревич;0
7;1008;Катус;Санкт-Петербург;Б;23983;Паленовский;Борис;Семёнович;0
7;1008;Катус;Санкт-Петербург;Б;26089;Прокофьева;Ирина;Сергеевна;0
7;1008;Катус;Санкт-Петербург;Л;26469;Рабин;Алексей;Владимирович;0
8;150;ГРМ;Санкт-Петербург;Л;13417;Карагин;Павел;Александрович;0
8;150;ГРМ;Санкт-Петербург;Б;15623;Корешков;Константин;Сергеевич;0
8;150;ГРМ;Санкт-Петербург;Б;16591;Крук;Юлия;Васильевна;0
8;150;ГРМ;Санкт-Петербург;Б;23287;Огнев;Александр;Викторович;0
8;150;ГРМ;Санкт-Петербург;Б;27028;Рожнёва;Ирина;Сергеевна;0
8;150;ГРМ;Санкт-Петербург;К;34395;Цепаев;Андрей;Алексеевич;0
8;150;ГРМ;Санкт-Петербург;Б;34837;Черник;Ольга;Юрьевна;0
9;1841;Ноев ковчег;Санкт-Петербург;К;5491;Веслополов;Максим;Михайлович;0
9;1841;Ноев ковчег;Санкт-Петербург;Б;8015;Гречаниченко;Юрий;Дмитриевич;0
9;1841;Ноев ковчег;Санкт-Петербург;Б;17025;Кузьма;Андрей;Валерьевич;0
9;1841;Ноев ковчег;Санкт-Петербург;Б;17027;Кузьма;Ольга;Александровна;0
9;1841;Ноев ковчег;Санкт-Петербург;Б;19828;Маньшина;Анна;Петровна;0
9;1841;Ноев ковчег;Санкт-Петербург;Л;29201;Синичкина;Евгения;Юрьевна;0
9;1841;Ноев ковчег;Санкт-Петербург;Б;35328;Чухнов;Антон;Сергеевич;0
9;1841;Ноев ковчег;Санкт-Петербург;Л;37573;Григорьева;Наталья;Никифоровна;0
10;3641;Припев 2 раза;Санкт-Петербург;Б;2958;Белов;Вячеслав;Евгеньевич;0
10;3641;Припев 2 раза;Санкт-Петербург;Л;7173;Глускер;Галина;Михайловна;0
10;3641;Припев 2 раза;Санкт-Петербург;Б;7725;Гордин;Артём;Алексеевич;0
10;3641;Припев 2 раза;Санкт-Петербург;Б;11487;Захаров;Арсений;Максимович;0
10;3641;Припев 2 раза;Санкт-Петербург;Б;18434;Лисицын;Вячеслав;Андреевич;0
10;3641;Припев 2 раза;Санкт-Петербург;Б;33271;Филиппов;Юрий;Станиславович;0
