Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;168;Команда Богословского;Санкт-Петербург;;;;;;
2;173;ЮМА;Санкт-Петербург;Л;20260;Русакова;Дарья;Юрьевна;0
2;173;ЮМА;Санкт-Петербург;Л;5526;Виватенко;Сергей;Валентинович;0
2;173;ЮМА;Санкт-Петербург;Л;14259;Кисленкова;Елена;Владимировна;0
2;173;ЮМА;Санкт-Петербург;Л;29333;Скипский;Михаил;Игоревич;0
2;173;ЮМА;Санкт-Петербург;Л;18686;Локшин;Михаил;Давидович;0
2;173;ЮМА;Санкт-Петербург;Л;25288;Подоляк;Жанна;Иосифовна;0
3;1008;Катус;Санкт-Петербург;;;;;;
4;188;"Привет, Петербург!";Санкт-Петербург;;;;;;
5;497;Тайга;Москва;;;;;;
6;1906;Посторонним В;Москва;;;;;;
7;1979;111;Санкт-Петербург;;;;;;
8;2779;Быдло культурное;Москва;;;;;;
9;791;Дилемма;Саратов;;;;;;
10;1841;Ноев ковчег;Санкт-Петербург;;;;;;
11;170;Команда Янович;Санкт-Петербург;;;;;;
12;477;Архимед;Санкт-Петербург;;;;;;
13;2775;Борьба с умом;Санкт-Петербург;;;;;;
14;2676;БКС-Петербург-ЛГ;Санкт-Петербург;;;;;;
15;1913;Чудо в перьях 2;Санкт-Петербург;;;;;;
16;270;Синоп;Санкт-Петербург;;;;;;
17;2298;Макароны по-флотски;Великий Новгород;;;;;;
18;150;ГРМ;Санкт-Петербург;;;;;;
19;209;Команда Коваленко;Великий Новгород;;;;;;
20;9;ГРМ-2;Санкт-Петербург;;;;;;
21;29;ИНЖЭКОН;Санкт-Петербург;;;;;;
22;2776;Сборная штаба студенческих отрядов;Санкт-Петербург;;;;;;
23;43;Буравчик;Санкт-Петербург;;;;;;
24;2007;Оксюморон;Санкт-Петербург;;;;;;
25;1844;Комета Галлея;Санкт-Петербург;;;;;;
26;787;САВа;Великий Новгород;;;;;;
27;1917;Спам;Санкт-Петербург;;;;;;
28;2484;Птица-говорун;Санкт-Петербург;;;;;;
29;2099;Поток ординат;Санкт-Петербург;;;;;;
