Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;10428;Уральские горцы;Челябинск;;;;;;
2;1903;Холдинг Потребительский;Челябинск;;;;;;
3;1174;Шишкосушилка;сборная;Л;2829;Безруков;Алексей;Андреевич;0
3;1174;Шишкосушилка;сборная;Л;81374;Пермяков;Михаил;;0
3;1174;Шишкосушилка;сборная;Л;12904;Кадыров;Ленар;Равилевич;0
3;1174;Шишкосушилка;сборная;Л;4063;Борок;Дмитрий;Владимирович;0
4;302;Фосса;Екатеринбург;;;;;;
5;1945;Пльзеньский Праздрой;Пермь;;;;;;
6;581;Веда;Екатеринбург;;;;;;
7;1727;Интер;Челябинск;;;;;;
8;1135;Террориум;Березники;;;;;;
9;361;1Ф;Уфа;;;;;;
10;539;Без тормозов;Челябинск;;;;;;
11;160;ТМИЭП;Тюмень;;;;;;
12;10228;Зелёная белка;Челябинск;;;;;;
13;157;Дети Патанджали;Тюмень;;;;;;
14;598;Легион;Тюмень;;;;;;
15;2689;Гдетонатор;сборная;;;;;;
16;2055;ForУМ;Тюмень;;;;;;
17;154;Малябра;Пермь;;;;;;
18;590;Сливки общества;Тюмень;;;;;;
19;17;Spiro et spero;Екатеринбург;;;;;;
20;440;Штурм;Тюмень;;;;;;
21;573;Deus Ex;Екатеринбург;;;;;;
22;1400;Блицкриг;Тюмень;;;;;;
23;2097;"0.66";Миасс;;;;;;
24;2691;Самотлор;Нижневартовск;;;;;;
25;3851;Эквайер;Тюмень;;;;;;
26;1478;Desperados;Миасс;;;;;;
27;1241;Четвёрочка;Тюмень;;;;;;
28;219;Весёлые извилины;Тюмень;;;;;;
29;2692;Скептики;Иркутск;;;;;;
30;2025;Аыётер;Тюмень;;;;;;
31;1327;Технол;Тюмень;;;;;;
32;1068;СМЕНА;Нижневартовск;;;;;;
33;2067;Intel;Нижневартовск;;;;;;
34;628;120 Gb;Челябинск;;;;;;
35;1316;Лига;Тобольск;;;;;;
36;940;Троян;Ханты-Мансийск;;;;;;
37;2179;Маген;Тюмень;;;;;;
38;320;Северная пчела;Сургут;;;;;;
39;2695;Феникс;Тюмень;;;;;;
40;2228;Братья по разуму;Тюмень;;;;;;
41;4305;Умка;Сургут;;;;;;
42;2150;Гимназия;Тюмень;;;;;;
43;2175;Бигуди;Тюмень;;;;;;
44;1405;Кю;Тюмень;;;;;;
45;828;Дети Сибири;Тобольск;;;;;;
46;2086;В десяточку!;Тюмень;;;;;;
47;656;Мозговая атака;Тюмень;;;;;;
48;2696;Софус;Тобольск;;;;;;
49;2697;Не-Бо;Новый Уренгой;;;;;;
50;1265;Бизнесмен;Нижневартовск;;;;;;
51;2698;Пентагон;Тюмень;;;;;;
52;2699;Семья;Ишим;;;;;;
53;2261;Головастики;Тюмень;;;;;;
54;2125;Троя;Тюмень;;;;;;
55;5111;Синтез;Нижневартовск;;;;;;
56;2700;Спарта;Тюмень;;;;;;
57;2701;IQ-2004;Ишим;;;;;;
58;1086;ЮУрГУ;Нижневартовск;;;;;;
59;1264;Homo Ludens;Тюмень;;;;;;
60;5109;Прометей;Нижневартовск;;;;;;
61;2703;Молодёжь Ямала;Ноябрьск;;;;;;
62;2704;Тюменcкая особая;Тюмень;;;;;;
63;2369;Интеграция;Тюмень;;;;;;
64;2705;Дежа вю;Нижневартовск;;;;;;
