Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
"1,5";45367;Чьимира;Москва;Б;19915;Марков;Александр;Валерьевич;0
"1,5";45367;Чьимира;Москва;Б;74382;Новосёлов;Михаил;Андреевич;0
"1,5";45367;Чьимира;Москва;Б;24850;Печеный;Александр;Павлович;0
"1,5";45367;Чьимира;Москва;Б;36592;Штых;Алексей;Константинович;0
"1,5";45367;Чьимира;Москва;Л;59270;Новикова;Екатерина;Сергеевна;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;47521;Декалов;Владислав;Владимирович;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;41203;Дзекановский;Виктор;Халедович;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;14633;Ковалёв;Антон;Сергеевич;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;11636;Зеликов;Константин;Семёнович;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;5104;Васильев;Илья;Юрьевич;0
"1,5";53323;Пицца Маргарита;Санкт-Петербург;Л;1043;Андреев;Алексей;Владимирович;0
4;767;Гепард;Северодвинск;Б;37239;Яковлев;Александр;Владимирович;0
4;767;Гепард;Северодвинск;Б;8618;Гусельников;Денис;Рудольфович;0
4;767;Гепард;Северодвинск;Б;38605;Новичков;Алексей;Александрович;0
4;767;Гепард;Северодвинск;Б;22210;Назарочкин;Игорь;Евгеньевич;0
4;37671;Wasabi;Северодвинск;Б;3824;Большаков;Арсений;Сергеевич;0
4;37671;Wasabi;Северодвинск;Б;5950;Волоснова;Ольга;Игоревна;0
4;37671;Wasabi;Северодвинск;Б;12176;Иванов;Павел;Аркадьевич;0
4;37671;Wasabi;Северодвинск;Б;55374;Полуэктова;Полина;Викторовна;0
4;37671;Wasabi;Северодвинск;Л;12904;Кадыров;Ленар;Равилевич;0
4;52854;Крокодиловый смузи;Санкт-Петербург;Л;39334;Арбузов;Дмитрий;Олегович;0
4;52854;Крокодиловый смузи;Санкт-Петербург;Л;18332;Либер;Александр;Витальевич;0
