Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Б;16621;Крутиков;Александр;Олегович;0
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Л;7008;Гилёв;Алексей;Владимирович;0
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Л;3207;Берёзкина;Ольга;Игоревна;0
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Б;56647;Горелова;Наталья;Евгеньевна;0
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Б;7773;Горкальцева;Наталья;Александровна;0
1;3213;Дикие бозоны Хиггса;Санкт-Петербург;Л;14821;Коган;Дмитрий;Борисович;0
2;27177;Призраки Коши;Санкт-Петербург;К;34644;Чеботкова;Надежда;Сергеевна;0
2;27177;Призраки Коши;Санкт-Петербург;Б;16837;Кудряшова;Наталья;Алексеевна;0
2;27177;Призраки Коши;Санкт-Петербург;Б;25819;Порцель;Николай;Александрович;0
2;27177;Призраки Коши;Санкт-Петербург;Б;31493;Терентьев;Сергей;Александрович;0
2;27177;Призраки Коши;Санкт-Петербург;Б;30371;Старовойт;Юрий;Иванович;0
2;27177;Призраки Коши;Санкт-Петербург;Б;23321;Ожигов;Дмитрий;Сергеевич;0
4;2;Газмяс;сборная;Б;25882;Поташев;Максим;Оскарович;0
4;2;Газмяс;сборная;Л;24384;Пашковский;Евгений;Александрович;0
4;2;Газмяс;сборная;Л;16283;Кравченко;Михаил;Евгеньевич;0
4;2;Газмяс;сборная;Л;4852;Вайнман;Дмитрий;Львович;0
4;2;Газмяс;сборная;Б;30475;Степанов;Владимир;Владимирович;0
4;166;Top secret;Уфа;Б;27936;Сайфуллин;Тимур;Ильдарович;0
4;166;Top secret;Уфа;Б;19641;Мальцев;Александр;Владимирович;0
4;166;Top secret;Уфа;Б;1625;Асадуллин;Тимур;Рамилевич;0
4;166;Top secret;Уфа;Л;18009;Лебедева;Екатерина;Андреевна;0
4;166;Top secret;Уфа;Б;17380;Курбангалеев;Дамир;Фанисович;0
4;166;Top secret;Уфа;Л;13983;Кибанова;Елена;Сергеевна;0
4;4002;Поцелуем и вантузом;Екатеринбург;Б;22697;Никифоров;Арсений;Ильич;0
4;4002;Поцелуем и вантузом;Екатеринбург;Б;16325;Крапивин;Алексей;Владиславович;0
4;4002;Поцелуем и вантузом;Екатеринбург;Б;27603;Рябовол;Николай;Николаевич;0
4;4002;Поцелуем и вантузом;Екатеринбург;Б;18540;Лихоманов;Константин;Михайлович;0
4;4002;Поцелуем и вантузом;Екатеринбург;Б;31292;Тарасова;Наталья;Сергеевна;0
4;4002;Поцелуем и вантузом;Екатеринбург;Л;21088;Митряков;Александр;Евгеньевич;0
"7,5";55;Мираж;Самара;К;10660;Ефимов;Сергей;Геннадиевич;0
"7,5";55;Мираж;Самара;Б;24127;Паншин;Денис;Евгеньевич;0
"7,5";55;Мираж;Самара;Б;27009;Рождествин;Александр;Олегович;0
"7,5";55;Мираж;Самара;Б;23737;Островский;Андрей;Вячеславович;0
"7,5";55;Мираж;Самара;Л;24723;Лагутина;Марина;Николаевна;0
"7,5";55;Мираж;Самара;Б;17720;Лагутин;Денис;Алексеевич;0
"7,5";55;Мираж;Самара;Б;27622;Рябых;Николай;Георгиевич;0
"7,5";5455;Integro;Москва;К;39265;Романенко;Алёна;Александровна;0
"7,5";5455;Integro;Москва;Б;31056;Сыздыков;Тимур;Маратович;0
"7,5";5455;Integro;Москва;Б;23594;Орловецкий;Борис;Константинович;0
"7,5";5455;Integro;Москва;Б;1387;Арабули;Георгий;Звиадович;0
"7,5";5455;Integro;Москва;Б;6482;Галачян;Ким;Гагикович;0
"7,5";5455;Integro;Москва;Л;30357;Старикович;Дмитрий;Сергеевич;0
"7,5";10411;Команда Евгения Волконского;Москва;Б;6208;Волконский;Евгений;Андреевич;0
"7,5";10411;Команда Евгения Волконского;Москва;Б;668;Алдошина;Татьяна;Леонидовна;0
"7,5";10411;Команда Евгения Волконского;Москва;Б;38180;Сотников;Алексей;Иванович;0
"7,5";10411;Команда Евгения Волконского;Москва;Б;74001;Мокин;Игорь;Викторович;0
"7,5";10411;Команда Евгения Волконского;Москва;Л;56000;Коватенков;Евгений;Николаевич;0
"7,5";10411;Команда Евгения Волконского;Москва;Л;80594;Макеев;Николай;Константинович;0
"7,5";51077;Кеды;сборная;Л;29767;Сморщков;Павел;Анатольевич;0
"7,5";51077;Кеды;сборная;Л;29458;Славин;Дмитрий;Геннадьевич;0
"7,5";51077;Кеды;сборная;Л;34219;Христенко;Олег;Богданович;0
"7,5";51077;Кеды;сборная;Л;30152;Сорожкин;Артём;Сергеевич;0
"7,5";51077;Кеды;сборная;Л;29399;Скородумов;Александр;Владимирович;0
"7,5";51077;Кеды;сборная;Л;30352;Стариков;Иван;Юрьевич;0
10;3269;Всё дело в перце;Санкт-Петербург;К;21233;Михлин;Леонид;Станиславович;0
10;3269;Всё дело в перце;Санкт-Петербург;Л;15692;Корнеев;Иван;Александрович;0
10;3269;Всё дело в перце;Санкт-Петербург;Б;3011;Белозёрова;Анастасия;Владимировна;0
10;3269;Всё дело в перце;Санкт-Петербург;Б;14302;Киц;Владимир;Владимирович;0
10;3269;Всё дело в перце;Санкт-Петербург;Б;46586;Эйбер;Виталий;Иосифович;0
10;3269;Всё дело в перце;Санкт-Петербург;Л;10168;Евсюков;Александр;Игоревич;0
12;358;43;Санкт-Петербург;К;12535;Ильинский;Дмитрий;Александрович;0
12;358;43;Санкт-Петербург;Б;1043;Андреев;Алексей;Владимирович;0
12;358;43;Санкт-Петербург;Б;14633;Ковалёв;Антон;Сергеевич;0
12;358;43;Санкт-Петербург;Б;26286;Скипская;Надежда;Васильевна;0
12;358;43;Санкт-Петербург;Л;11636;Зеликов;Константин;Семёнович;0
12;358;43;Санкт-Петербург;Л;4458;Булина;Анна;Олеговна;0
12;4405;Эдельвейс;Ростов-на-Дону;К;19585;Малыхин;Григорий;Юрьевич;0
12;4405;Эдельвейс;Ростов-на-Дону;Б;2910;Беленко;Екатерина;Ильинична;0
12;4405;Эдельвейс;Ростов-на-Дону;Б;16314;Крамаренко;Алексей;Александрович;0
12;4405;Эдельвейс;Ростов-на-Дону;Б;17860;Лаптев;Игорь;Александрович;0
12;4405;Эдельвейс;Ростов-на-Дону;Б;27541;Рыльков;Игорь;Сергеевич;0
12;4405;Эдельвейс;Ростов-на-Дону;Б;40939;Скиренко;Андрей;Сергеевич;0
12;6198;Gambler;Москва;Б;36898;Эдлин;Леонид;Михайлович;0
12;6198;Gambler;Москва;Б;3812;Болотский;Михаил;Николаевич;0
12;6198;Gambler;Москва;Б;16901;Кузнецов;Гай;Викторович;0
12;6198;Gambler;Москва;Б;27043;Розенблюм;Михаил;Юрьевич;0
12;6198;Gambler;Москва;Б;32516;Уварова;Мария;Павловна;0
12;6198;Gambler;Москва;Б;35330;Чухраёва;Елена;Александровна;0
"14,5";185;Гимназисты;Самара;Б;37537;Беляев;Александр;Валерьевич;0
"14,5";185;Гимназисты;Самара;Б;21721;Мотькин;Юрий;Николаевич;0
"14,5";185;Гимназисты;Самара;Б;36607;Шуваев;Михаил;Владимирович;0
"14,5";185;Гимназисты;Самара;Л;25337;Поздняков;Никита;Валентинович;0
