Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;188;Команда Губанова;Петродворец;;;;;;
2;670;Ксеп;Москва;Л;2694;Бахарев;Игорь;Олегович;0
2;670;Ксеп;Москва;Л;22482;Немучинский;Роман;Борисович;0
2;670;Ксеп;Москва;Л;20691;Мереминский;Станислав;Григорьевич;0
2;670;Ксеп;Москва;Л;29800;Снятковский;Антон;Михайлович;0
2;670;Ксеп;Москва;Л;18809;Луговская;Татьяна;Валентиновна;0
2;670;Ксеп;Москва;Л;27177;Ромашова;Вероника;Михайловна;0
3;2;Афина;Москва;;;;;;
"4,5";1;Неспроста;Москва;Л;2935;Белкин;Анатолий;Рафаилович;0
"4,5";1;Неспроста;Москва;Л;1560;Арутюнов;Евгений;Наполеонович;0
"4,5";1;Неспроста;Москва;Л;18935;Лурье;Дмитрий;Борисович;0
"4,5";1;Неспроста;Москва;Л;32979;Фёдоров;Виталий;Витальевич;0
"4,5";1;Неспроста;Москва;Л;22582;Нехаев;Евгений;Игоревич;0
"4,5";1;Неспроста;Москва;Л;19599;Малышев;Павел;Михайлович;0
"4,5";7;Ра;Москва;;;;;;
6;14;СПС;Москва;;;;;;
7;3;Команда Ильи Иткина;Москва;;;;;;
8;1841;Ноев ковчег;Санкт-Петербург;;;;;;
9;167;Опухлики;Санкт-Петербург;;;;;;
10;206;Ледокол;Великие Луки;;;;;;
11;270;Синоп;Санкт-Петербург;;;;;;
"12,5";362;Новый Джем;Великие Луки;;;;;;
"12,5";35005;Хряпа;Великие Луки;;;;;;
"14,5";342;Русский инвалид;Великие Луки;;;;;;
"14,5";32624;Бекар;Великие Луки;;;;;;
