Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;670;Ксеп;Москва;Б;22935;Новиков;Илья;Сергеевич;0
1;670;Ксеп;Москва;Б;1585;Архангельская;Юлия;Сергеевна;0
1;670;Ксеп;Москва;Б;20691;Мереминский;Станислав;Григорьевич;0
1;670;Ксеп;Москва;Б;3159;Бер;Илья;Леонидович;0
1;670;Ксеп;Москва;Б;22482;Немучинский;Роман;Борисович;0
1;670;Ксеп;Москва;Л;30270;Спешков;Сергей;Леонидович;0
1;670;Ксеп;Москва;Б;16332;Крапиль;Николай;Валерьевич;0
2;1397;Ла Скала;Санкт-Петербург;Л;20001;Мартынов;Александр;Ефимович;0
2;1397;Ла Скала;Санкт-Петербург;Л;33197;Филановский;Алексей;Григорьевич;0
2;1397;Ла Скала;Санкт-Петербург;Б;32777;Уточкин;Павел;Сергеевич;0
2;1397;Ла Скала;Санкт-Петербург;Л;31190;Тальянский;Илья;Николаевич;0
2;1397;Ла Скала;Санкт-Петербург;Л;6212;Выменец;Юрий;Яковлевич;0
2;1397;Ла Скала;Санкт-Петербург;Л;30152;Сорожкин;Артём;Сергеевич;0
3;2;Афина;Москва;Л;10586;Ершов;Павел;Михайлович;0
3;2;Афина;Москва;Л;18036;Левандовский;Михаил;Ильич;0
3;2;Афина;Москва;Л;18332;Либер;Александр;Витальевич;0
3;2;Афина;Москва;Б;25882;Поташев;Максим;Оскарович;0
3;2;Афина;Москва;Б;30475;Степанов;Владимир;Владимирович;0
3;2;Афина;Москва;Б;34846;Чернин;Антон;Анатольевич;0
3;2;Афина;Москва;Б;13782;Кафиатуллин;Тимур;Рустемович;0
4;243;Команда Касумова;Баку;Л;932;Алхазов;Григорий;Эдуардович;0
4;243;Команда Касумова;Баку;Б;32579;Уланов;Алексей;Станиславович;0
4;243;Команда Касумова;Баку;Б;21889;Муршудли;Азиз;Октай оглы;0
4;243;Команда Касумова;Баку;Л;28689;Семёнова;Инна;Валентиновна;0
4;243;Команда Касумова;Баку;К;13721;Касумов;Балаш;Алекпер оглы;0
4;243;Команда Касумова;Баку;Б;31184;Талыбов;Эльман;Эльдар оглы;0
4;243;Команда Касумова;Баку;Б;22133;Наджафли;Рауф;Джафар оглы;0
5;5858;Sonet;Ташкент;Б;13196;Калюков;Евгений;Юрьевич;0
5;5858;Sonet;Ташкент;Б;13674;Карцевич;Алексей;Валентинович;0
5;5858;Sonet;Ташкент;Б;35643;Шарифходжаев;Усман;Улфатович;0
5;5858;Sonet;Ташкент;К;4812;Вагапов;Дмитрий;Владимирович;0
5;5858;Sonet;Ташкент;Л;9808;Друзь;Александр;Абрамович;0
5;5858;Sonet;Ташкент;Л;38003;Левитас;Александр;Михайлович;0
