Место;"IDteam";Название;Город;Флаг;"IDplayer";Фамилия;Имя;Отчество
1;6;Китай-город;Москва;;;;;;
2;2;Афина;Москва;;;;;;
3;312;Социал-демократы;Москва;;;;;;
"4,5";1;Неспроста;Москва;;;;;;
"4,5";188;Команда Губанова;Петродворец;;;;;;
6;168;Команда Богословского;Санкт-Петербург;;;;;;
7;5923;Команда Юлии Силинг;Москва;;;;;;
8;167;Опухлики;Санкт-Петербург;;;;;;
9;35794;Команда Тарасовой;Санкт-Петербург;;;;;;
10;35795;Команда Феофанова;Великие Луки;;;;;;
11;29164;Беда;Санкт-Петербург;;;;;;
12;4905;Северсталь;Череповец;;;;;;
13;29733;Северсталь-модерн;Череповец;;;;;;
14;35797;Осколки;Москва;;;;;;
15;35798;Команда Родионова;Великие Луки;;;;;;
16;35799;Команда Игнатьева;Красногородск;;;;;;
